site_key,lat,lon,number_of_connections,total_power_kw
hash::70721bdfc4b901ab,42.81823,-2.779612,2,
hash::6a108590ec1b7b73,42.85861,-2.660075,4,
hash::5fd27e142061495b,42.855595,-2.710413,6,
hash::2fafcadb8da1a4e9,42.850433,-2.677243,6,
hash::2011a0c0ffa6d23f,42.835896,-2.701402,8,
hash::14c6652c9a8cc911,42.84585,-2.742357,2,
hash::5d7cf502d40b2533,42.957947,-2.729342,2,
hash::28c16a9c5f3d0ffd,41.410625,-1.299314,2,
hash::9f763dbda0b873aa,41.374615,-1.577303,2,
hash::5a8d6278652b49f8,41.34642,-1.64115,6,
hash::f0901d681ac51afa,41.34212,-1.239903,2,
hash::6d717ba48de205e7,41.362667,-1.206406,2,
hash::74e8cec938360bf9,41.67988,-0.964683,4,
hash::3dd67482b80eef22,41.643707,-0.871916,2,
hash::a48672f582ef85b8,41.59099,-0.944,6,
hash::a9bf70d5b849d35f,41.7622,-1.475241,2,
hash::12e3601478d278b1,41.4846,-1.370204,4,
hash::fb5151f8218ca0d5,41.67207,-0.828265,4,
hash::c7a4d1a55db7e41d,41.894474,-1.723078,6,
hash::1f9d7f156fef8013,41.76181,-0.831585,6,
hash::e6c906ba96737205,41.647743,-0.864655,2,
hash::0c32c871e32acd9e,41.65572,-0.904963,2,
hash::00d42685b49d22d6,41.65639,-0.93704,2,
hash::ec28c973b63cb7da,41.660934,-0.887957,4,
hash::ffd22f46e54c0134,41.67312,-0.87109,4,
hash::38ce4bb00095b0dc,41.663998,-0.904927,4,
hash::c9a4fcd9335f5426,41.67372,-0.898858,6,
hash::5942ec8de0f366a5,41.64392,-0.888136,2,
hash::5cb3de8f67986812,41.993324,-5.678612,4,
hash::d0ffe08d449561f7,41.654823,-5.365855,2,
hash::d86503b09bd99bed,41.51182,-5.742877,2,
hash::2a5bf13fda30c94a,40.36395,-3.734967,2,
hash::eb313c46da0ee0e0,40.03435,-3.581516,2,
hash::c49077636cea1607,40.4743,-3.849032,6,
hash::b174fd2d814d11ec,42.0782,-7.715393,10,
hash::9c9e1284becc8074,40.4983,-3.390656,3,
hash::991a22bd99591ac3,40.389854,-3.492814,2,
hash::1daf6c183ecc9731,37.285664,-3.675543,4,
hash::abee21cdb8bc6813,38.022038,-3.367885,2,
hash::7bb714676a3c2652,40.30414,-3.726392,2,
hash::1ede2d0c57b02397,41.66663,-3.726716,2,
hash::a3c38f7da3bebda6,42.27846,-3.891755,2,
hash::3bff896849ff98e4,42.36083,-3.65305,2,
hash::686cc5870cfee51b,41.626133,-3.878592,2,
hash::8a8205d0a5b12e2b,42.376446,-3.59101,2,
hash::5d0dd749ee261753,43.356,-6.380114,2,
hash::7497c27d87562da2,41.73323,1.526958,2,
hash::f77b51eab50d4641,41.38666,1.157002,2,
hash::4c68b07229b675fb,41.56269,1.979316,2,
hash::8f7954357a4809ad,41.975437,-1.4400162,2,
hash::19feef73bcdaea93,41.729713,1.513731,2,
hash::b6740010cfefe82f,43.404305,-3.868956,8,
hash::485a44f7a1858ea6,43.18165,-7.967766,4,
hash::770141173b81de28,43.332153,-3.839498,4,
hash::ec08c720b29efd54,38.998245,-0.526966,4,
hash::68012f954ea51dda,28.10221,-15.437271,1,
hash::5b409a4882875075,39.873554,-5.549945,8,
hash::9db60d00fb0ad245,37.383778,-6.050715,4,
hash::e0eeab7cfa11a784,39.498158,-0.48537,7,
hash::7b07cc5500dd5820,39.420708,-0.373873,6,
hash::f31d34186bdabda4,39.465355,3.141154,3,
hash::135fa8aa2f88e2b8,40.353363,-3.798232,2,
hash::b90b4efac1ce0a3c,41.66084,-0.9271814,3,
hash::0fa7fbdb028f67c9,43.536552,-5.71536,4,
hash::db2d2c9bb5df4693,41.628284,-4.769253,2,
hash::485819055cb61581,41.61983,-4.717486,4,
hash::1c2f9ef73187e977,41.62076,-4.69666,4,
hash::460a7718e5426d3f,41.660816,-0.9258108,3,
hash::3d8a86db5689af5a,41.660816,-0.9258108,1,
hash::524eecbf4d57fde2,41.132687,-4.7786,5,
hash::af71a353aa9ced20,42.155724,-5.6415,3,
hash::8c9dcb10193d8a2e,40.592,-6.790778,12,
hash::e9aa192b5513b8c3,39.455563,-6.367376,4,
hash::e6e949d77826141b,38.899372,-6.621488,4,
hash::f92a84ea7bf9b247,38.42995,-6.413041,4,
hash::936fadb9adc7bfd9,43.275093,-8.238773,4,
hash::24208419bfe4744b,39.886196,3.029456,3,
hash::0eb15ecf35891d45,37.21376,-1.897869,8,
hash::2455f7c4aa42e5d6,40.486183,-3.362066,4,
hash::b8208af971d8ecdd,40.449837,-3.799035,3,
hash::250d1a4ef9f57abe,40.426174,-3.658528,3,
hash::dc453b1d95c060ed,39.990463,-3.587198,4,
hash::12f4006cdff17f93,40.17221,-3.665604,4,
hash::cedacd22004a4ec2,41.23965,0.550793,2,
hash::c6b9bf905c16f15e,41.4996,1.82215,2,
hash::1b95330326351983,41.49341,2.169346,2,
hash::1b8b2ee0074ed1da,41.65246,1.149984,1,
hash::b08ba404c436b435,42.784943,-1.634799,2,
hash::094c38f5307f4096,42.78699,-1.698371,2,
hash::8ab2b0fbb3182b48,42.8389,-2.699193,10,
hash::890e13fcd987a37f,43.306713,-1.976835,2,
hash::a1896b007f91130a,38.798283,0.086162,2,
hash::232e0fae13574ac7,38.79827,0.08309598,2,
hash::80892b7ddd2ebd1b,40.496628,-3.659886,5,
hash::7c0e853ad304b1a7,40.386333,-3.739069,20,
hash::4542416fc039239a,40.396736,-3.691036,2,
hash::7c9edc36a4204a9e,40.396736,-3.691036,2,
hash::fd19429337114f2f,39.556885,-6.402026,5,
hash::be5d61f9417206b3,39.581722,2.678806,1,
hash::60e2dd7e894964b8,43.36564,-8.418917,1,
hash::213b58cca78ab5cb,42.82052,-1.655796,1,
hash::552b03e4e0648569,42.820545,-1.655826,1,
hash::ea5d15b7d1aabbfb,43.155582,-4.6276956,2,
hash::cce865ecd86efccb,40.358887,-5.5234694,2,
hash::c860e27371558427,40.136635,-5.942239,2,
hash::524e7ed4e69bb547,42.08793,-8.506638,4,
hash::98e012c79e324e99,38.685978,-0.474025,2,
hash::941b2caf53bf373f,38.685978,-0.474025,2,
hash::e59383b0bd6ed618,36.342014,-6.095611,2,
hash::1eebb9186e61bcc5,43.646248,-7.349536,3,
hash::47c8aa9b7899f8f5,43.113277,-9.034666,2,
hash::9e3b6fbba579dd32,42.9046,-8.502577,6,
hash::b68eefc0a251dea1,42.210995,-8.733614,4,
hash::6e01fb126723dda4,40.43052,-3.52917,2,
hash::bc05a39b222c5139,39.574493,2.6797304,2,
hash::963dcc436e02e461,43.57101,-5.959551,3,
hash::1f3762c9bae899a9,41.672554,0.18780406,3,
hash::9ae7310921b18ed3,28.488846,-16.336218,1,
hash::249e292b7fef8fa1,39.02962,-1.8881468,2,
hash::fd1ae30beeecee00,43.440266,-3.839394,2,
hash::0455f1712f5b505d,43.393627,-6.063614,3,
hash::ac9b23e0356608f0,39.47325,3.16176,2,
hash::fc90d9c5abc4e569,43.488945,-5.444836,3,
hash::928db4dd79992806,39.87645,4.28834,2,
hash::320359a43d01a9a4,39.879425,4.290647,6,
hash::c940122b8110d5fd,39.877262,4.293881,2,
hash::edbb02e461b0f1d9,39.876633,4.282002,2,
hash::f1bb2a93e4846b6d,39.876472,4.288388,2,
hash::b26f537f87d59ce7,39.876495,4.288434,2,
hash::59fbc786dcce4ee6,39.87651,4.288501,2,
hash::f359056d045a7299,39.876534,4.288541,2,
hash::9338103523c9fb2b,39.87623,4.288525,2,
hash::f3a1c68759e66876,39.87625,4.288587,2,
hash::3f47943abfe7d4e7,39.876278,4.288648,2,
hash::246c790d7475e3fd,39.8763,4.288689,2,
hash::b3bb0b972ccfd7e4,39.720898,2.907389,1,
hash::8c9114c0dc865031,39.72741,2.923359,1,
hash::3456bae1f1180960,39.717354,2.897824,1,
hash::d97458b7da2f93a9,37.38118,-6.064437,3,
hash::92b3ea4e427b4993,36.50079,-6.27068,2,
hash::3f29e74d0397b8c3,36.42959,-6.143762,2,
hash::6687bb57c1f59a71,37.128593,-3.585194,2,
hash::8ad62eb704b394dd,39.980316,-0.076047,2,
hash::a4fe2542dd094442,36.42523,-6.152927,2,
hash::e92b5ab9edf2fa05,40.313736,-3.868947,3,
hash::82adb921453405ce,43.543655,-6.848585,2,
hash::2d36f9a409d6c216,42.8383,-1.584711,2,
hash::a3dac17fe82c7b4d,40.437138,-3.801787,3,
hash::47f9475c367df3a9,40.340984,-1.109281,2,
hash::e45045e5c115977f,42.86431,-8.629311,1,
hash::78d46808175b0988,42.51358,-8.678049,2,
hash::5c7443319a14f554,39.62116,2.6616416,2,
hash::dd9af81822df7de4,41.950005,0.15355359,3,
hash::63d0ea3d7dca027a,41.911148,0.19667546,3,
hash::55852fa88c941081,41.663418,-0.930423,4,
hash::ce4638f9225d0d5a,39.560913,2.988323,3,
hash::23ffa94f396102a7,38.05852,-0.74652,2,
hash::0567c5201930b80a,41.522755,0.344168,2,
hash::e1a8495db4e086c3,36.673203,-4.4769197,2,
hash::741d114d59313867,43.28669,-3.0027654,1,
hash::639bb9daa8ad70e6,41.632866,-0.8614023,2,
hash::6280b20971a64df2,40.342316,-3.814522,2,
hash::1721a9af11227dec,38.5713,-0.0966,2,
hash::08153e45f1b26821,39.951374,-0.075426,3,
hash::ed55cd6af4b5456d,40.5579,-3.61301,2,
hash::08fec172efa7e1b7,40.29642,-3.78875,2,
hash::e4ea8edd77b69216,41.444138,2.227538,2,
hash::f99f57c05afabf00,41.493042,2.09921,2,
hash::a41e233795e9936c,41.492336,2.10207,2,
hash::39bd5f6cfa6f7c31,39.585114,-0.469062,2,
hash::31302eb501269816,36.504234,-6.275962,2,
hash::c29dd70398326787,36.7295,-4.4449,2,
hash::75a05c5215e0955c,37.628716,-1.003306,2,
hash::3be76867a36e66fb,40.627888,-4.018414,2,
hash::4e525aed823db10a,39.456802,-0.404252,2,
hash::192bfca89fd78265,43.3688,-3.2129,2,
hash::1b1f68b330512782,43.390408,-5.781552,3,
hash::2e2c3b0df015cc2d,36.606625,-4.510296,2,
hash::2ee15c7ab601a748,38.018932,-1.137268,2,
hash::e102c77fb1147f1f,40.42161,-3.573522,3,
hash::55b9c97e97542f9e,40.436752,-3.532732,2,
hash::1eafcb2fb698f8c4,27.99444,-15.390609,2,
hash::b0fd49a46cb5c9ef,36.394318,-6.146459,2,
hash::c07e77f6246fa162,40.29401,-3.811301,2,
hash::591c8466f049f781,40.667576,-4.685658,2,
hash::8dcbc3b849a0f7c2,39.58739,-0.298834,2,
hash::05c7dc578383aa5b,40.5284,-3.6599,2,
hash::36d859cbd9f2b0b3,36.4295,-5.1297,2,
hash::1bf3ebb6b67c6a6f,38.54302,-0.102395,2,
hash::02b2340f67a0170d,40.31748,-3.744087,2,
hash::39054b3d88be78a5,40.303852,-3.702273,2,
hash::7cc3e7f01790e07a,40.268215,-3.8324,2,
hash::b6b46624ba192bd1,40.1246,-3.8283,2,
hash::6173bc501faab0e2,40.4821,-3.3965,9,
hash::262885abbc04469e,40.36817,-3.74106,2,
hash::a015032b4b11a486,28.035446,-15.416827,2,
hash::ab7e8fc7749912e2,37.9687,-0.74301,2,
hash::971d149877b1c4ca,36.17789,-5.490284,2,
hash::bfdcba3ff786a879,40.326527,-3.847671,2,
hash::709698d8b317470e,39.03951,-0.226643,2,
hash::45b48833355c259d,39.040337,-0.228151,2,
hash::1447afac52c193bb,37.92701,-0.735901,2,
hash::e620459ea3fac2c5,36.72165,-4.43923,2,
hash::4fbd4250943795f4,40.489964,-3.874174,4,
hash::5ffe3a287dc160f8,36.611473,-6.19633,2,
hash::1402fe61251294ae,37.19138,-3.777263,2,
hash::3734120b3f7da123,40.33301,-3.853901,2,
hash::74c954249afcee62,38.40701,-0.463901,2,
hash::825e63d6ba5ac4ec,37.274258,-5.931441,2,
hash::ce39f59baa4012c2,38.00215,-1.147802,2,
hash::c1c0cc30b8476372,39.360634,-0.455567,2,
hash::72b09e8a2154f73a,41.816036,3.056947,2,
hash::61d99c90170e017d,28.331642,-16.376219,4,
hash::98aaf2b38d536409,40.163494,-3.664653,2,
hash::b371487b141a0e9a,36.6196,-6.2073,2,
hash::e1a3fed17a97645b,39.66809,-0.225108,2,
hash::41d24fbc94615984,37.215084,-3.621102,2,
hash::b0c5896495bc97fc,36.8653,-2.4486,2,
hash::39ae29a7180c2a18,36.6361,-6.3706,2,
hash::24a316d5cec3f291,40.412865,-3.521212,2,
hash::76fa0defb0759326,28.07551,-15.4174,2,
hash::3b94511c9e9453f8,40.35755,-3.837793,2,
hash::a92e8d294a5224be,40.35707,-3.837386,2,
hash::c9d4512e0b71d722,38.3885,-0.512022,2,
hash::9c7c7f060954b817,38.35912,-0.46696,2,
hash::5f6aa17206cef15b,38.35945,-0.467559,2,
hash::6313837922d7a56e,36.7716,-6.3563,2,
hash::41d07c78822039d5,36.7703,-6.3463,2,
hash::3e79a4c96d59bc19,36.71217,-4.4674,2,
hash::250104f37ce7171f,40.44201,-3.463601,2,
hash::f0d990b3e78ea9c7,40.34324,-3.80548,2,
hash::f7e27aa56648649f,40.27415,-3.8131,2,
hash::478605b6f5319cfc,40.497204,-3.34321,2,
hash::9632add798d7f649,41.44361,2.170945,2,
hash::381955ff2aedf105,36.8164,-2.5998,2,
hash::dfda3ad25a122ad9,40.772217,-4.397368,2,
hash::629462567d409bcf,40.77063,-4.398679,2,
hash::2d3896b2f9c40c17,40.44449,-3.32223,2,
hash::0736cb03a9ab7ec6,42.83497,-1.60919,2,
hash::7767a7b8a62911d2,28.09786,-15.455107,9,
hash::f7de7cbb9447fa0e,38.62256,-0.13127752,2,
hash::f2ffeb17e3045112,38.62273,-0.13087209,1,
hash::f77d9c3b3e764eca,38.622757,-0.1308755,1,
hash::2d257ec6110ba636,40.39694,-3.68248,8,
hash::13ab364099514ce6,41.772316,3.030196,2,
hash::9872beffdb4bcfe6,40.447018,-3.697167,2,
hash::14e6b3d6051718f7,40.427593,-3.686401,6,
hash::7f281f8619c67d36,40.44438,-3.69874,10,
hash::e2673400f22994ab,40.427605,-3.687663,6,
hash::aae4ae17a034bca1,40.488228,-3.6700158,8,
hash::c011c52f6ea539b3,40.4883,-3.66998,6,
hash::9e8662c14965a85e,41.722275,-3.04865,1,
hash::b6c137ebffc9fb1c,36.752422,-2.805396,8,
hash::d381fb1a54821cc3,42.25103,2.996561,2,
hash::0e171fb75a3e2ba4,43.550896,-6.828793,1,
hash::2738cb4fe799239c,41.12578,0.731133,2,
hash::b8f328e68a4cb0ad,28.429169,-13.872655,3,
hash::c01e75b5635dd810,43.535515,-5.639653,1,
hash::bbb95e2d7516beb3,39.48833,-2.74984,22,
hash::0ad4b81d17fecf81,43.374928,-4.500594,3,
hash::94422dc59125e248,41.700462,1.874583,2,
hash::28208ff80b742df9,41.33146,2.093881,7,
hash::fef0541b8aa0b381,41.32998,2.104119,3,
hash::809ed01eea5f534e,41.324894,2.093039,2,
hash::d6ca3f7b94aa8511,41.32334,2.08661,2,
hash::8f4665e56499772a,41.82612,-5.378892,10,
hash::f2eb8354f4da3355,38.996613,-1.852262,6,
hash::ed124bc2081c92d6,41.110176,1.244505,10,
hash::ab22a4ae1f134a1c,41.17524,1.327616,2,
hash::7b2c8f8b06802c1c,36.85555,-2.445596,2,
hash::f4dcb2957525e6ad,36.67483,-6.408129,4,
hash::fbb6b0abe4538344,36.72439,-3.53972,2,
hash::3de4df86d09675f2,39.51032,2.544971,2,
hash::7519917c2ce76bbf,41.321007,1.662544,3,
hash::9db5c85ca6884df1,38.600338,-0.05687981,2,
hash::8539972c03d13d00,38.067383,-0.9810555,2,
hash::abe5d4a939dd7222,38.274883,-0.684929,4,
hash::d544558394bdd411,38.38959,-0.436039,4,
hash::b5a48309311248f0,38.27775,-0.69163454,2,
hash::9ddb5675820b7b2a,41.400993,2.185633,13,
hash::7fa7e3cc41e0411a,41.38985,2.13795,3,
hash::ca2fa3e2b0b865af,43.18279,-2.480759,4,
hash::17abc2698738abd7,42.833603,-1.679197,4,
hash::708814f31c00d58b,42.8495,-2.649626,2,
hash::88558d1296a4cad8,42.03557,-1.58857,4,
hash::a29b4f9791da1897,43.17207,-2.30361,2,
hash::2c49a7c493beb175,43.21031,-3.125133,4,
hash::84f8b64273c95e9a,43.171646,-2.617221,4,
hash::5aefdf0f4a5cc1c1,43.305283,-1.973914,2,
hash::5b39862e33bbb1fe,43.071915,-2.472951,2,
hash::89c46457e56811e8,43.24831,-2.905264,2,
hash::53ff2c9f1ed920bb,43.361584,-1.793754,2,
hash::61ebf6bf9c4e0e6d,43.317623,-2.974399,2,
hash::c6eca6fe1496b0d4,43.28556,-2.995849,2,
hash::7fe5d6bd17a5d503,43.028366,-2.409438,4,
hash::28c1606c2c52e070,43.281403,-2.16392,4,
hash::799da52efd0a8273,37.166725,-3.594908,10,
hash::421ab15daba09320,37.356983,-5.986235,2,
hash::5dea502c7934d96f,37.356983,-5.986235,2,
hash::4ee59ecd3174db21,42.39144,3.002428,2,
hash::c5c9608811bb76c4,40.488247,-3.688438,4,
hash::4743b3eaff4fc7ee,43.352417,-5.126055,3,
hash::9382fdda99c51855,43.01213,-7.55498,9,
hash::11c84be6f976b1a1,41.39388,2.18155,160,
hash::51f7e82abe23ffbc,42.308956,2.171529,6,
hash::1f1fb2a9d45779aa,37.38578,-6.046559,3,
hash::733ca4b4126c4fd7,42.8213,-1.6886,2,
hash::2916969e813f37aa,37.382004,-5.92469,2,
hash::f404f027459d4c67,43.532654,-6.983135,2,
hash::1a0a93efb078fe6f,36.707985,-4.433444,3,
hash::5b1aeb837698b955,40.059925,-6.643506,2,
hash::5202ad09e6acd8d0,42.21382,2.208035,4,
hash::d3b681a465682c29,43.172718,-7.766572,14,
hash::1e4c9ff27464ad98,41.736553,-1.066887,10,
hash::45def99d71b0d95d,42.9617,-7.564019,10,
hash::b9ba9795808a5db4,42.141544,-8.461906,2,
hash::4e0d1afe0f26850e,42.73733,-7.437632,4,
hash::8c0fbd37a06c9919,42.120697,-1.675233,8,
hash::2fa90c0baf69b8a2,41.6569,1.0791,2,
hash::2b928fcb9a65f5e3,41.078514,1.039429,2,
hash::a4d4578375114c40,41.40307,1.10504,2,
hash::b4649e75cd61ba25,41.630672,0.91401,1,
hash::7cf68346158b9c73,42.12827,-0.41701,2,
hash::39d574aaab717fbe,41.54497,1.881369,2,
hash::ca2309dc1a74bfe9,41.553253,-1.20948,2,
hash::dcd17115cbe1af5b,41.233006,-0.05824,2,
hash::cc4f575c1eddb2f6,41.6731,1.2639,2,
hash::f07969c84f38cdfd,40.723595,0.725754,2,
hash::da9847e894d3e298,41.525234,0.367401,2,
hash::49ecec0aa25f424c,41.906887,1.193059,2,
hash::c4aba339119bc76a,41.807613,1.403006,2,
hash::f4330dc66e1b8a97,39.435764,-0.42746,3,
hash::7bd033411c726946,41.575314,2.542288,3,
hash::8b84e87b7173c21b,39.58015,2.659144,3,
hash::b41d6dad52bda4ac,42.099243,1.845559,3,
hash::126673da3784a292,38.718365,0.0605,2,
hash::c03183866e6692c1,39.999687,-0.041314,3,
hash::c0a9294512ff79c8,40.3682,-3.7209,12,
hash::1cc21ee6147f57ce,36.733788,-3.683305,2,
hash::2c3921c7a5ca3019,28.968002,-13.54382,3,
hash::5715f60d7b3ac923,36.52034,-4.630344,3,
hash::e0391bffa48e92ed,36.76919,-2.827595,3,
hash::0eeab73134360774,43.54166,-6.02618,3,
hash::aa7dfc9bbe9a4289,37.382015,-6.115347,2,
hash::835374debd7f9206,39.1727,-0.2612,3,
hash::bbc6262f38cd946c,41.930267,-7.460121,2,
hash::8684559ce6f73897,39.711212,2.909456,2,
hash::0494e36adca2a0aa,43.339245,-1.782084,2,
hash::a83048e389518d78,40.53388,-3.618912,9,
hash::2634592be9e12d66,37.05725,-2.38753,3,
hash::2e5051e5f76dc571,36.5379,-4.6413,3,
hash::9ccd6f111171cf8f,38.09141,-3.650693,3,
hash::20ba9b533802de8e,37.43098,-4.47485,2,
hash::a90739d9623c6063,40.418068,-3.629777,3,
hash::a5821a45fa0c613b,41.529892,2.435634,3,
hash::a72db9c83132720d,37.57301,-1.26922,2,
hash::a6b9c0345a504cb2,37.29127,-4.882517,2,
hash::0189d51dccd2d913,41.45865,2.22716,3,
hash::6c34186496bdd11c,41.6926,2.50296,3,
hash::6b2f095576e2ee85,40.4275,-3.822508,18,
hash::242d73a9665bb914,37.788795,-3.617753,3,
hash::b824f947691c757d,42.25562,3.182341,2,
hash::50674d7b3d432a8c,36.723408,-4.296901,2,
hash::521e917734663e5c,39.478706,-0.426931,2,
hash::edc56a81ac0babd7,36.75099,-5.164099,3,
hash::6b29e56a0813306e,36.748985,-2.637846,2,
hash::45a2f452452c11de,40.00473,3.850538,2,
hash::7c228eb45b8feee2,43.165848,-5.829136,2,
hash::f1620b6c1addbea9,39.52942,2.50172,3,
hash::10ad49979c866518,42.49914,-1.672627,3,
hash::d114af6bf115f886,28.097939,-15.479278,2,
hash::fb8b58192e58bea5,36.7131,-4.4727,2,
hash::fd130a58a03b01b7,42.391743,-4.474476,12,
hash::f02ade2da81f17ae,39.277008,-2.59166,3,
hash::1aa8837c683c1ced,38.272495,-0.690417,4,
hash::bf1e5023ee66af1d,38.97114,-0.1577,2,
hash::ffefd4deecf4864f,37.98948,-1.11129,2,
hash::94cf77953032361f,40.23713,-3.749992,2,
hash::2676cbed3d56ec7a,41.625652,-1.0100425,2,
hash::c794225eb10d816a,41.773834,-5.311668,11,
hash::1e5f50016f4a5232,42.8261,-1.68824,2,
hash::aa813c433a2318c1,42.77413,-1.6338,2,
hash::77f6e009aed14a03,41.62104,-4.70394,2,
hash::a8a48650bedda610,39.926792,-5.184937,10,
hash::79b939a2a162d209,43.543472,-6.84517,8,
hash::435c8f6d0ac3502e,41.785076,-5.323326,11,
hash::c8e4315c1f601b98,42.037937,-8.659585,2,
hash::e38469118eca187d,37.35692,-5.983788,2,
hash::f76289aefcb38bcd,37.418343,-6.001914,2,
hash::37e6e0218c8156af,42.117718,2.756792,2,
hash::14dbae623c58e7ac,36.457203,-5.061507,8,
hash::326953f03b2da4cc,43.556458,-5.927679,1,
hash::75dfa275cd0b76c1,40.47325,-3.82425,6,
hash::77a22d0418df6904,40.340347,-3.808636,5,
hash::7fc64dace9b99446,41.38682,2.128793,3,
hash::ef4d81a5f2f66294,39.46389,-0.3477778,2,
hash::80c0ae6b69242260,41.403168,2.1209745,2,
hash::72501eb754686ae4,40.267693,-3.6918488,4,
hash::4a3563a92a75d32d,42.295586,-7.8393645,2,
hash::107ec60786462efe,37.177063,-3.6015508,4,
hash::c6e516067b6edbea,37.87937,-4.780853,4,
hash::d5330e0c1267bc09,41.511955,2.1286328,2,
hash::ef6d78cd7c49b437,42.48404,-8.848616,2,
hash::d93ba36e913effd9,43.004803,-7.5543876,2,
hash::862a3ef97460672c,42.8724,-8.559659,2,
hash::29d6a531cc603e5c,40.534355,-3.636173,2,
hash::f5c9473c12a0f835,39.49158,-0.4003787,2,
hash::f846ce6d0eb227b9,41.371788,2.1786833,2,
hash::d3f84ddae9f8335e,43.465954,-3.7842536,4,
hash::a40fe4e18dc1abc0,42.483017,-8.849816,2,
hash::422eb7c895428b76,42.703075,0.9350513,4,
hash::474c1b96eb9b68ef,40.961113,-5.6632805,2,
hash::d85248eb240b686a,40.534496,-3.6214213,4,
hash::788984fe3970a2fc,40.597107,-3.7183206,4,
hash::088a603995dfb4b3,40.476738,-3.6872616,6,
hash::ecfc5541fcb165e5,37.879353,-4.7806697,2,
hash::ba8601fae9fee1b4,40.4751,-3.7450447,2,
hash::72bb002db0cacd5c,37.881233,-4.7879605,4,
hash::9f82d632d101c6dc,42.46323,-7.580483,2,
hash::eba1b304701cd0fd,40.947887,-4.120647,2,
hash::3af2d42bed0a5447,43.363274,-5.856177,4,
hash::ce4bbf3a13312b6b,37.399174,-6.000624,2,
hash::8ec29a2ea6b56c72,39.463383,-0.3587912,4,
hash::ca1d26f028adf6be,42.88315,-8.512693,3,
hash::4f249fc29b3f34e4,41.229202,1.7729301,4,
hash::44bcb0ca12201252,40.486588,-3.7057054,8,
hash::1d976e27d9b813ab,39.872448,-4.026384,2,
hash::de7ab7cd71fa3103,40.47089,-3.771055,2,
hash::82d12af560313cb8,39.474144,-6.374105,2,
hash::ed4714547d7b7a5d,41.36641,2.0495167,2,
hash::db3b9e1e4938acce,41.645836,-0.8767695,6,
hash::a34fd96377fe2c09,42.612232,-5.5672903,2,
hash::d097c3dc6d568024,37.86389,-4.785316,4,
hash::227efca5ae7871a4,40.05582,-2.1255105,2,
hash::e8dfdc11b42f04b4,36.46319,-5.0465865,2,
hash::046de408d2b05c3a,40.554485,-3.900158,4,
hash::0e3efe861b809937,37.384346,-6.1926765,2,
hash::aa77bcc83f55653f,36.697304,-6.1340322,2,
hash::ec85fd7e290ad17f,37.41648,-6.0035505,2,
hash::88990fd4a4b6a40e,37.90794,-4.8001423,4,
hash::a5669569f64a913e,42.526527,-0.3423167,4,
hash::3b048292f6adb22e,39.77085,-4.0701504,2,
hash::d5df233d3cf6e58d,42.59016,-5.567393,2,
hash::9f3fc86288d186b5,40.952656,-4.1275396,2,
hash::65b1a009285b748a,40.491306,-3.6724114,2,
hash::e95fa4d26f353107,40.433907,-3.7174232,2,
hash::635b27da27cc2303,43.368275,-5.8525376,2,
hash::fafbbfdd2f9b7ae8,41.48758,2.124987,2,
hash::9e7c9639062c3994,41.6566,-0.914973,2,
hash::35772e94702513e1,42.564102,-0.5638253,2,
hash::8dd58909bb31904b,40.963074,-5.657786,2,
hash::bad5c52636fe1035,37.40336,-5.9894466,2,
hash::fc42f9e27332b888,37.25565,-6.9479313,2,
hash::53e9dc366233d894,40.59947,-3.7178605,2,
hash::9a3dbbe0d525d806,42.79097,-1.6932529,2,
hash::1d4a882adc2ef2a4,40.75308,0.606343,10,
hash::1c7710ff120dfb39,39.13535,-2.03989,10,
hash::b5dd998147d3f887,41.859493,-5.416823,2,
hash::049b050650eee3d1,40.391205,-3.679587,20,
hash::394ccf2d960f696d,41.35839,2.164664,2,
hash::eff96d74f487ae99,40.45017,-3.56892,2,
hash::94f07e5989d30c13,43.434216,-8.245223,2,
hash::0463bd9561f6766d,43.326637,-8.381531,2,
hash::34ddc886d664e536,40.923546,-4.1123247,2,
hash::48d628107ef00289,37.90227,-4.72421,2,
hash::107a530a573a20ed,36.282524,-5.326921,6,
hash::a81027cec9e2d79e,40.775005,-4.2081513,5,
hash::b6fdd089fa654fd5,42.00651,-4.516563,2,
hash::909aa5d3e3f7a855,40.53685,-3.61523,4,
hash::95ac4f7573b8c549,43.32192,-8.31828,6,
hash::615ad56afe25f06a,40.53189,-3.644366,3,
hash::535dbe4c9f4ac71c,39.6017,2.655697,4,
hash::cc88ef707643c518,42.66502,-8.121824,1,
hash::addaf38e838bf213,42.268986,2.966869,3,
hash::522f1c192e5e3a11,42.259785,2.966682,3,
hash::ede1e45d7c7f2d8e,42.266197,2.968559,2,
hash::47025ecca371c4ca,42.268898,2.959009,2,
hash::b54618775da80a8e,42.057076,-1.85517,2,
hash::c2c810ee6885cce9,42.24436,-1.777165,6,
hash::b1734b4dd4167aef,40.758312,0.599443,4,
hash::93939d68028e1aaf,41.1164,1.230362,2,
hash::311c471b88814ead,37.40406,-4.497797,2,
hash::6a17437fa37ced85,37.387085,-5.942588,4,
hash::b106fe69fb1e2206,42.022392,-1.480367,2,
hash::bc6a6b852717e752,41.379013,2.1091945,2,
hash::0860faba1a0a7c6b,41.382805,2.112438,4,
hash::bff57b77705214d3,37.41055,-6.006475,2,
hash::6ebd8b3218f43ab8,38.534832,-0.173006,8,
hash::a816e8a75c0b5c35,41.620457,-4.757864,2,
